freq_items,frequency
142  346,141
142  815,141
142  529  815,135
142  529,155
40  593,107
40  862,108
120  40,109
40  895,111
361  40  500,276
361  40  477,276
361  40  477  500,268
40  500,288
40  477  500,278
40  477,289
12  15  579  632  795,141
12  15  550  579  632  795,137
12  15  460  579  632  795,137
12  15  460  550  632  795,137
12  15  460  550  579  632  795,133
12  15  550  632  795,142
12  15  460  795,148
12  15  460  550  795,144
12  15  460  579  795,144
12  15  550  579  795,144
12  15  460  550  579  795,140
12  15  550  795,149
15  550  632  795,154
15  550  579  632  795,149
15  579  632  795,156
15  460  550  632  795,146
15  460  550  579  632  795,142
15  460  579  632  795,149
15  460  550  795,154
15  460  550  579  795,150
15  460  579  795,157
15  550  795,162
15  550  579  795,157
15  579  795,165
15  487  494  883,158
15  335  487  494  883,157
15  335  487  883,160
15  494  883,165
15  335  494  883,162
15  335  883,165
12  15  460  550  632,149
12  15  460  550  579  632,144
12  15  460  579  632,150
12  15  579  632,156
12  15  550  632,156
12  15  550  579  632,150
12  15  550,165
12  15  460,165
12  15  460  550,158
12  15  460  579,159
12  15  550  579,159
12  15  460  550  579,153
15  335  487,171
15  335  487  494,168
15  335  494,174
15  487,179
15  487  494,169
15  460  550  632,161
15  460  550  579  632,155
15  460  579  632,164
15  550  632,172
15  550  579  632,165
15  579  632,174
15  460  550,171
15  460  550  579,165
15  550  579,176
15  494,186
15  460,187
15  460  579,174
15  579,189
294  603,107
350  381  603,100
350  603  682,101
381  603,115
603  682,119
510  603  684  961,289
510  603  684  73  961,279
510  603  73  961,292
510  603  684,305
510  603  684  73,293
510  603  73,306
603  684  961,309
603  684  73  961,299
603  73  961,315
603  684,327
603  684  73,313
603  73,331
75  849,103
529  594  809  849,109
447  594  809  849,109
447  529  594  809  849,107
529  809  849,114
447  529  809  849,111
447  809  849,114
447  594  849,116
447  529  594  849,114
529  594  849,118
447  849,123
447  529  849,119
529  849,140
298  849,227
298  318  849,218
132  318  849,213
132  298  318  849,207
132  298  849,215
318  849,230
141  290  477,122
141  290  477  684,119
141  290  684,127
141  477,136
141  477  684,125
141  489  540,132
141  489  540  682,126
141  540  682,136
141  682,153
141  489  682,134
141  489,155
141  684,211
132  39  562  906,276
132  39  562  633  906,266
132  181  39  562  906,263
132  181  39  562  633  906,255
132  181  562  633  906,268
132  562  633  906,279
12  132  39  562  906,263
12  132  39  562  633  906,254
12  132  181  39  562  906,251
12  132  181  39  562  633  906,244
12  132  181  562  633  906,256
12  132  562  633  906,266
12  132  181  39  562,263
12  132  181  39  562  633,253
12  132  39  562  633,264
12  132  181  562,277
12  132  181  562  633,267
12  132  562  633,278
132  181  39  562,277
132  181  39  562  633,266
132  39  562  633,278
132  181  562,292
132  181  562  633,281
132  562  633,293
181  562  906,292
181  562  633  906,282
12  181  562  906,278
12  181  562  633  906,269
12  562  633  906,280
562  633  906,294
12  181  39  562  906,262
12  181  39  562  633  906,254
181  39  562  633  906,266
12  39  562  906,276
12  39  562  633  906,265
39  562  633  906,278
39  562  633,292
181  39  562,292
181  39  562  633,279
12  181  39  562,277
12  39  562  633,277
12  181  39  562  633,265
12  562  633,294
12  181  562  633,282
181  562  633,297
181  562,313
12  181  562,295
12  562,314
602  778,107
349  602  744,148
349  602  744  888,143
349  602  888,149
602  744,161
602  744  888,147
602  888,191
401  419  460  777,142
381  401  419  460  777,136
381  401  460  777,143
419  460  777,150
381  460  777,150
381  419  460  777,143
401  419  777,154
381  401  419  777,146
381  401  777,155
419  777,170
381  419  777,155
381  777,257
610  800,110
610  722,254
459  701  921,398
459  675  701  921,379
459  675  921,405
459  701,431
459  675  701,407
459  675,433
529  54  593  655  68,116
529  54  593  655  68  815,114
529  54  655  68  815,119
54  593  655  68,124
54  593  655  68  815,120
54  655  68  815,125
529  593  655  68,124
529  593  655  68  815,122
529  655  68  815,128
593  655  68,132
593  655  68  815,128
655  68  815,134
529  54  593  655,123
529  54  593  655  815,119
529  54  655  815,125
54  593  655,131
54  655  815,131
54  593  655  815,125
529  593  655,132
529  593  655  815,127
593  655  815,133
655  828,146
120  655  828,135
120  655,153
655  815,158
529  655  815,150
529  655,173
299  413  634  783  837,284
276  299  413  634  783  837,282
276  299  634  783  837,290
413  634  783  837,294
276  413  634  783  837,291
276  634  783  837,300
299  413  783  837,299
276  299  413  783  837,295
276  299  783  837,303
413  783  837,310
276  413  783  837,305
276  783  837,315
299  634  783,316
276  299  634  783,310
299  413  634  783,305
276  299  413  634  783,301
276  413  634  783,311
276  634  783,321
299  413  783,321
276  299  413  783,315
276  299  783,324
413  783,338
276  413  783,326
276  783,341
192  520  720  722  918,100
520  720  722  918  948,102
192  520  722  798  918,102
520  722  798  918  948,103
192  520  722  918,107
192  520  722  918  948,103
520  722  918  948,108
520  722  798,114
520  722  798  948,110
192  520  722  798,108
192  520  722  798  948,104
192  520  722  948,109
192  520  720  722,106
192  520  720  722  948,102
192  520  720  722  798,100
520  720  722  798  948,103
520  720  722  948,110
520  722  948,117
192  520  720  798  918,106
192  520  720  798  918  948,104
520  720  798  918  948,108
192  520  720  918,111
192  520  720  918  948,108
520  720  918  948,113
192  520  798  918,114
192  520  798  918  948,111
520  798  918  948,115
192  520  918,120
192  520  918  948,116
520  918  948,121
192  520  720  948,113
192  520  720  798  948,108
520  720  798  948,114
520  798  948,122
192  520  948,122
192  520  798  948,116
192  520,132
192  520  720,118
520  720  798,118
192  520  720  798,112
192  520  798,122
520  720,134
239  520  72  775  970,245
239  278  520  72  775  970,238
239  520  72  775  832  970,237
239  278  520  72  775  832  970,230
239  278  520  72  832  970,238
239  278  520  72  970,247
239  520  832  970,259
239  278  520  832  970,251
239  520  775  832  970,250
239  278  520  775  832  970,242
239  278  520  775  970,251
239  278  520  970,261
239  520  72  775  832,249
239  278  520  72  775  832,242
239  278  520  72  832,251
239  520  72  775,259
239  278  520  72  775,251
239  278  520  72,262
239  520  775  832,264
239  278  520  775  832,256
239  278  520  832,266
239  520  775,276
239  278  520  775,267
239  278  520,279
520  775  832  970,265
278  520  775  832  970,257
278  520  832  970,267
520  775  970,276
278  520  775  970,267
278  520  970,278
520  72  832  970,261
278  520  72  832  970,254
520  72  775  832  970,252
278  520  72  775  832  970,245
278  520  72  775  970,254
278  520  72  970,264
520  72  775  832,264
278  520  72  775  832,257
278  520  72  832,267
520  72  775,277
278  520  72  775,268
278  520  72,280
520  775  832,280
278  520  775  832,272
278  520  832,283
278  520,298
520  775,298
278  520  775,285
203  792  961,114
183  203  792  961,112
203  210  792  961,109
183  203  210  792  961,107
183  210  792  961,111
183  792  961,116
203  210  58  792  961,101
183  210  58  792  961,102
203  58  792  961,106
183  203  58  792  961,104
183  58  792  961,107
203  210  58  961,109
183  203  210  58  961,107
183  210  58  961,110
203  58  961,114
183  203  58  961,112
183  58  961,115
203  210  961,119
183  203  210  961,117
183  203  961,122
210  961,130
183  210  961,121
183  961,135
510  684  961,302
510  73  961,302
510  684  73  961,289
684  961,326
684  73  961,310
73  961,328
28  400  419  665  984,104
28  400  419  665  793  984,103
400  419  665  793  984,105
28  400  419  665,107
28  400  419  665  793,106
400  419  665  793,110
28  400  665  984,109
28  400  665  793  984,107
28  400  665  793,111
400  665  984,114
400  665  793  984,111
400  665  793,117
28  400  419  984,110
28  400  419  793  984,108
28  400  419  793,111
28  400  984,115
28  400  793  984,112
28  400  793,116
400  419  984,113
400  419  793  984,111
400  793  984,120
400  793,135
400  419  793,116
400  419,139
400  758,318
400  758  895,304
400  895,320
397  862,149
397  862  885,147
397  885,197
45  884  920,104
45  884  920  937,102
541  884  920,104
541  884  920  937,101
884  920  937,107
45  541  920,108
45  541  920  937,106
45  920  937,112
541  920,123
541  920  937,111
920  937,124
32  631  720  780  920,120
32  631  720  735  780  920,115
32  631  735  780  920,121
32  720  780  920,127
32  720  735  780  920,121
32  735  780  920,128
631  780  920,137
735  780  920,137
631  735  780  920,130
720  735  780  920,129
631  720  735  780  920,123
631  720  780  920,130
32  631  720  920,127
32  631  720  735  920,122
32  631  735  920,129
631  720  920,139
631  720  735  920,132
631  735  920,140
32  735  920,136
32  720  735  920,128
720  735  920,139
720  920,155
32  720  920,136
32  920,156
116  201  333  653,161
116  201  333  653  720,155
201  333  653  720,168
116  201  333,181
116  201  333  720,170
201  333  720,187
116  201  333  653  846,155
116  201  333  653  720  846,151
116  333  653  720  846,159
201  333  653  846,169
201  333  653  720  846,163
333  653  720  846,172
116  201  333  846,172
116  201  333  720  846,165
116  333  720  846,173
201  333  846,189
333  720  846,189
201  333  720  846,180
333  653  720,179
116  333  653  720,165
116  333  720,180
333  653,221
116  333  653,199
116  333,223
387  73  98,152
387  530  73  98,144
368  387  73  98,140
368  387  530  73  98,133
368  387  530  98,142
387  530  98,156
368  73  98,152
368  530  73  98,142
530  73  98,156
489  98,175
530  98,177
368  530  98,155
368  98,198
21  374  844,199
21  374  766  844,192
205  21  374  844,190
205  21  374  766  844,183
205  21  374  766,191
21  374  766,200
205  374  844,200
205  374  766  844,192
374  766  844,201
374  766,225
205  374  766,203
205  374,277
127  151  161  470  494  569,160
127  151  161  334  470  494  569,157
127  151  161  334  494  569,161
127  151  161  470  569,170
127  151  161  334  569,170
127  151  161  334  470  569,166
127  151  161  334  427  494  569,150
127  151  161  427  470  494  569,150
127  151  161  334  427  470  494  569,147
127  151  161  334  427  569,159
127  151  161  334  427  470  569,156
127  151  161  427  470  569,160
127  151  161  427  470  494,158
127  151  161  334  427  470  494,155
127  151  161  334  427  494,159
127  151  161  427  470,168
127  151  161  334  427,168
127  151  161  334  427  470,164
127  151  161  470  494,168
127  151  161  334  470  494,165
127  151  161  334  494,170
127  151  161  470,178
127  151  161  334  470,174
127  151  161  334,179
127  161  334  427,179
127  161  334  427  470,175
127  161  427  470,180
127  161  427  470  494,169
127  161  334  427  494,169
127  161  334  427  470  494,165
127  161  470  494,179
127  161  334  470  494,175
127  161  334  494,180
127  161  334  494  569,171
127  161  470  494  569,171
127  161  334  470  494  569,167
127  161  334  427  494  569,160
127  161  334  427  470  494  569,157
127  161  427  470  494  569,161
127  161  334  427  569,170
127  161  334  427  470  569,167
127  161  427  470  569,172
127  161  334  569,181
127  161  334  470  569,177
127  161  470  569,182
127  161  334,190
127  161  470,190
127  161  334  470,185
127  151  334  427  494  569,158
127  151  427  470  494  569,158
127  151  334  427  470  494  569,155
127  151  334  427  569,167
127  151  334  427  470  569,164
127  151  427  470  569,168
127  151  427  470  494,167
127  151  334  427  470  494,164
127  151  334  427  494,168
127  151  427  470,177
127  151  334  427,177
127  151  334  427  470,173
127  151  470  494,178
127  151  334  470  494,175
127  151  334  494,180
127  151  470  494  569,169
127  151  334  470  494  569,166
127  151  334  494  569,170
127  151  470  569,180
127  151  334  569,180
127  151  334  470  569,176
127  151  470,189
127  151  334  470,185
127  151  334,190
127  334  427  494  569,171
127  334  427  470  494  569,168
127  427  470  494  569,174
127  334  427  569,181
127  334  427  470  569,178
127  427  470  569,185
127  334  427  494,181
127  334  427  470  494,177
127  427  470  494,183
127  334  427,191
127  334  427  470,187
127  427  470,194
127  334  494  569,183
127  334  470  494  569,179
127  334  470  494,188
127  334  569,194
127  334  470  569,190
127  334  470,199
127  494  569,190
127  470  494  569,185
127  470  494,194
127  569,211
127  470  569,197
127  470,214
127  33  57  661,199
127  33  661  846,199
127  33  57  661  846,192
127  33  57,209
127  33  57  846,202
127  33  846,210
127  661  846,215
127  57  661  846,206
127  57  846,218
127  57,234
127  57  661,219
127  661,236
45  769  896,105
769  883  896,105
45  896,117
45  883  896,106
883  896,122
205  207  403  461  896,222
205  207  403  461  896  950,219
205  207  461  896  950,224
205  207  461  75  896,221
205  207  461  75  896  950,218
205  207  403  461  75  896,216
207  403  461  75  896  950,216
205  207  403  461  75  896  950,213
207  461  75  896  950,222
207  403  461  896,228
207  403  461  896  950,223
207  461  896  950,229
205  207  285  403  461  75  896,208
205  207  285  403  461  75  896  950,205
205  207  285  403  461  896  950,209
205  207  285  461  75  896,213
205  207  285  461  75  896  950,210
205  207  285  461  896  950,214
207  285  403  461  75  896,213
207  285  403  461  896  950,213
207  285  403  461  75  896  950,208
207  285  461  896  950,219
207  285  461  75  896,219
207  285  461  75  896  950,214
205  207  285  403  75  896,218
205  207  285  403  75  896  950,215
205  207  285  403  896  950,219
205  207  285  75  896,223
205  207  285  75  896  950,220
205  207  285  896  950,224
207  285  403  896  950,223
207  285  403  75  896,223
207  285  403  75  896  950,218
207  285  75  896,229
207  285  896  950,229
207  285  75  896  950,224
205  207  285  403  461  75  829  896,200
205  207  285  403  461  75  829  896  950,197
205  207  285  403  461  829  896  950,201
205  207  285  461  75  829  896,205
205  207  285  461  75  829  896  950,202
205  207  285  461  829  896  950,206
207  285  403  461  75  829  896,205
207  285  403  461  829  896  950,205
207  285  403  461  75  829  896  950,200
207  285  461  829  896  950,211
207  285  461  75  829  896,211
207  285  461  75  829  896  950,206
205  207  285  403  75  829  896,208
205  207  285  403  75  829  896  950,205
205  207  285  403  829  896  950,209
205  207  285  75  829  896,213
205  207  285  75  829  896  950,210
205  207  285  829  896  950,214
207  285  403  829  896  950,213
207  285  403  75  829  896,213
207  285  403  75  829  896  950,208
207  285  75  829  896,219
207  285  829  896  950,219
207  285  75  829  896  950,214
207  403  461  75  829  896,213
207  403  461  75  829  896  950,208
207  461  75  829  896  950,214
205  207  403  461  75  829  896,208
205  207  403  461  75  829  896  950,205
205  207  461  75  829  896  950,210
205  207  403  461  829  896,214
205  207  403  461  829  896  950,211
205  207  461  829  896  950,216
207  403  461  829  896,220
207  403  461  829  896  950,215
207  461  829  896  950,221
205  207  403  829  896,222
205  207  403  829  896  950,219
205  207  829  896  950,224
205  207  75  829  896,221
205  207  75  829  896  950,218
205  207  403  75  829  896,216
207  403  75  829  896  950,216
205  207  403  75  829  896  950,213
207  75  829  896  950,222
207  403  829  896,228
207  403  829  896  950,223
207  829  896  950,229
205  207  285  461  529  75  896,204
205  207  285  461  529  75  896  950,201
205  207  285  403  461  529  75  896,200
205  207  285  403  461  529  75  896  950,197
205  207  285  403  461  529  896  950,201
205  207  285  461  529  896  950,205
207  285  403  461  529  896,210
207  285  461  529  896  950,210
207  285  403  461  529  896  950,205
207  285  461  529  75  896  950,205
207  285  403  461  529  75  896,205
207  285  403  461  529  75  896  950,200
207  285  461  529  75  829  896,203
207  285  461  529  829  896  950,203
207  285  461  529  75  829  896  950,198
207  285  403  461  529  829  896  950,198
207  285  403  461  529  75  829  896,198
207  285  403  461  529  75  829  896  950,193
205  207  285  403  461  529  829  896,197
205  207  285  403  461  529  829  896  950,194
205  207  285  403  461  529  75  829  896,193
205  207  285  403  461  529  75  829  896  950,190
205  207  285  461  529  75  829  896  950,194
205  207  285  461  529  829  896  950,198
205  207  285  529  75  829  896,204
205  207  285  529  75  829  896  950,201
205  207  285  403  529  75  829  896,200
205  207  285  403  529  75  829  896  950,197
205  207  285  403  529  829  896  950,201
205  207  285  529  829  896  950,205
207  285  403  529  829  896,210
207  285  529  829  896  950,210
207  285  403  529  829  896  950,205
207  285  529  75  829  896  950,205
207  285  403  529  75  829  896,205
207  285  403  529  75  829  896  950,200
205  207  285  403  529  896,213
205  207  285  403  529  896  950,210
205  207  285  403  529  75  896,209
205  207  285  403  529  75  896  950,206
205  207  285  529  75  896  950,210
205  207  285  529  896  950,214
207  285  529  75  896,219
207  285  529  896  950,219
207  285  529  75  896  950,214
207  285  403  529  896  950,214
207  285  403  529  75  896,214
207  285  403  529  75  896  950,209
207  403  529  75  829  896,213
207  529  75  829  896  950,213
207  403  529  75  829  896  950,208
205  207  403  529  75  829  896,208
205  207  403  529  75  829  896  950,205
205  207  529  75  829  896  950,209
205  207  403  529  829  896,214
205  207  403  529  829  896  950,211
205  207  529  829  896  950,215
207  529  829  896  950,220
207  403  529  829  896,220
207  403  529  829  896  950,215
207  403  461  529  829  896,213
207  461  529  829  896  950,213
207  403  461  529  829  896  950,208
207  461  529  75  829  896  950,206
207  403  461  529  75  829  896,206
207  403  461  529  75  829  896  950,201
207  403  461  529  75  896,213
207  461  529  75  896  950,213
207  403  461  529  75  896  950,208
205  207  403  461  529  75  829  896,201
205  207  403  461  529  75  829  896  950,198
205  207  461  529  75  829  896  950,202
205  207  403  461  529  829  896,207
205  207  403  461  529  829  896  950,204
205  207  461  529  829  896  950,208
205  207  403  461  529  75  896,208
205  207  403  461  529  75  896  950,205
205  207  461  529  75  896  950,209
205  207  403  461  529  896,214
205  207  403  461  529  896  950,211
205  207  461  529  896  950,215
207  461  529  896  950,220
207  403  461  529  896,220
207  403  461  529  896  950,215
205  207  403  529  896,223
205  207  403  529  896  950,220
205  207  529  896  950,224
205  207  403  529  75  896,217
205  207  403  529  75  896  950,214
205  207  529  75  896  950,218
207  529  75  896  950,222
207  403  529  75  896,222
207  403  529  75  896  950,217
207  403  529  896,229
207  529  896  950,229
207  403  529  896  950,224
207  403  75  896,231
207  403  75  896  950,226
207  75  896  950,232
205  207  403  75  896,226
205  207  403  75  896  950,223
205  207  75  896  950,228
205  207  403  896,232
205  207  403  896  950,229
205  207  896  950,234
207  403  896,238
207  403  896  950,233
207  896  950,239
205  285  461  75  829  896,211
205  285  461  75  829  896  950,207
205  285  403  461  75  829  896,206
205  285  403  461  75  829  896  950,202
205  285  403  461  829  896  950,207
205  285  461  829  896  950,212
285  403  461  829  896,218
285  461  829  896  950,218
285  403  461  829  896  950,212
285  461  75  829  896  950,212
285  403  461  75  829  896,212
285  403  461  75  829  896  950,206
205  285  403  461  896,221
205  285  403  461  896  950,217
205  285  403  461  75  896,216
205  285  403  461  75  896  950,212
205  285  461  75  896  950,217
205  285  461  896  950,222
285  461  75  896,228
285  461  896  950,228
285  461  75  896  950,222
285  403  461  896  950,222
285  403  461  75  896,222
285  403  461  75  896  950,216
205  285  403  461  529  75  829  896,198
205  285  461  529  75  829  896  950,198
205  285  403  461  529  75  829  896  950,194
205  285  461  529  829  896  950,203
205  285  403  461  529  829  896,203
205  285  403  461  529  829  896  950,199
285  461  529  829  896  950,209
285  403  461  529  829  896  950,204
285  461  529  75  829  896  950,203
285  403  461  529  75  829  896  950,198
285  403  461  529  75  829  896,204
285  403  461  529  829  896,210
205  285  403  461  529  75  896,207
205  285  461  529  75  896  950,207
205  285  403  461  529  75  896  950,203
205  285  461  529  896  950,212
205  285  403  461  529  896,212
205  285  403  461  529  896  950,208
285  461  529  75  896,218
285  403  461  529  75  896,213
285  461  529  75  896  950,212
285  403  461  529  75  896  950,207
285  403  461  529  896  950,213
285  403  461  529  896,219
461  529  75  829  896  950,211
403  461  529  75  829  896  950,206
403  461  529  75  829  896,212
205  403  461  529  75  829  896,206
205  461  529  75  829  896  950,206
205  403  461  529  75  829  896  950,202
205  461  529  829  896  950,213
205  403  461  529  829  896,213
205  403  461  529  829  896  950,209
461  529  829  896  950,219
403  461  529  829  896  950,214
403  461  529  829  896,220
205  461  529  896  950,222
205  403  461  529  896,222
205  403  461  529  896  950,218
205  461  529  75  896  950,215
205  403  461  529  75  896,215
205  403  461  529  75  896  950,211
461  529  75  896  950,220
403  461  529  75  896  950,215
403  461  529  75  896,221
461  529  896  950,228
403  461  529  896  950,223
403  461  529  896,229
205  403  461  829  896,221
205  403  461  829  896  950,217
205  461  829  896  950,222
205  403  461  75  829  896,214
205  403  461  75  829  896  950,210
205  461  75  829  896  950,215
403  461  75  829  896,220
461  75  829  896  950,220
403  461  75  829  896  950,214
461  829  896  950,228
403  461  829  896,228
403  461  829  896  950,222
461  75  896  950,230
403  461  75  896,230
403  461  75  896  950,224
205  403  461  75  896,224
205  403  461  75  896  950,220
205  461  75  896  950,225
205  403  461  896,231
205  403  461  896  950,227
205  461  896  950,232
403  461  896,238
461  896  950,238
403  461  896  950,232
529  75  829  896  950,218
205  529  75  829  896  950,213
205  529  829  896  950,220
205  285  529  829  896  950,210
285  529  75  829  896  950,210
205  285  529  75  829  896  950,205
285  75  829  896  950,220
205  285  829  896  950,220
205  285  75  829  896  950,215
75  829  896  950,228
205  75  829  896  950,223
205  829  896  950,230
285  529  75  896  950,221
205  285  529  896  950,221
205  285  529  75  896  950,216
529  75  896  950,229
205  529  75  896  950,224
205  529  896  950,231
285  75  896  950,232
205  285  896  950,232
205  285  75  896  950,227
75  896  950,240
205  75  896  950,235
205  896  950,242
205  285  403  529  75  829  896,205
205  285  403  529  75  829  896  950,201
205  285  403  529  829  896  950,206
285  403  529  829  896  950,211
285  403  529  75  829  896,211
285  403  529  75  829  896  950,205
205  285  403  75  829  896,214
205  285  403  75  829  896  950,210
205  285  403  829  896  950,215
285  403  75  829  896,220
285  403  829  896  950,220
285  403  75  829  896  950,214
205  403  529  75  829  896,213
403  529  75  829  896  950,213
205  403  529  75  829  896  950,209
205  403  529  829  896,220
205  403  529  829  896  950,216
403  529  829  896  950,221
205  403  75  829  896,222
403  75  829  896  950,222
205  403  75  829  896  950,218
205  403  829  896,229
205  403  829  896  950,225
403  829  896  950,230
205  285  403  75  896,226
205  285  403  75  896  950,222
205  285  403  896  950,227
285  403  75  896,232
285  403  896  950,232
285  403  75  896  950,226
205  285  403  529  75  896,216
205  285  403  529  75  896  950,212
205  285  403  529  896  950,217
285  403  529  75  896,222
285  403  529  896  950,222
285  403  529  75  896  950,216
205  403  529  75  896,224
403  529  75  896  950,224
205  403  529  75  896  950,220
205  403  529  896,231
205  403  529  896  950,227
403  529  896  950,232
205  403  75  896,234
403  75  896  950,234
205  403  75  896  950,230
205  403  896,241
205  403  896  950,237
403  896  950,242
285  529  829  896,222
205  285  529  829  896,214
205  285  829  896,224
285  529  896,234
205  285  529  896,225
205  285  896,236
285  529  75  829  896,216
205  285  529  75  829  896,209
205  529  75  829  896,217
285  75  829  896,226
205  285  75  829  896,219
205  75  829  896,227
285  529  75  896,227
205  285  529  75  896,220
205  529  75  896,228
285  75  896,238
205  285  75  896,231
205  75  896,239
205  829  896,234
205  529  829  896,224
205  529  896,235
829  896,257
529  829  896,232
529  896,258
876  879,129
825  876  879,119
825  876,135
31  771,104
205  771,107
494  771,114
144  66  815  900,104
144  523  66  815  900,101
144  523  66  900,105
144  815  900,109
144  523  900,109
144  523  815  900,105
144  66  815,108
144  523  66  815,104
144  523  66,111
144  815,118
144  523  815,108
144  523,123
144  265,123
144  265  280,116
144  280  805,114
144  265  280  805,110
144  265  805,116
144  280,125
144  403,182
144  403  474,172
144  474,185
236  657,102
657  982,105
657  829,122
147  229  657  903,262
147  229  657  778  903,251
147  657  778  903,265
229  657  903,279
229  657  778  903,264
657  778  903,281
147  229  657,284
147  229  657  778,270
147  657  778,287
229  657,307
229  657  778,286
657  778,308
143  31  417  895  934,125
125  143  31  895  934,125
125  143  31  417  895  934,123
125  143  31  381  895  934,123
143  31  381  417  895  934,123
125  143  31  381  417  895  934,121
31  381  895  934,129
125  31  895  934,129
125  31  381  895  934,127
125  31  417  895  934,127
31  381  417  895  934,127
125  31  381  417  895  934,125
143  31  381  934,131
125  143  31  934,131
125  143  31  381  934,129
125  143  31  417  934,129
143  31  381  417  934,129
125  143  31  381  417  934,127
31  417  934,135
125  31  934,135
125  31  417  934,133
125  31  381  934,133
31  381  417  934,133
125  31  381  417  934,131
381  417  895  934,133
125  417  895  934,133
125  381  417  895  934,131
125  417  934,139
381  417  934,139
125  381  417  934,137
125  143  417  895  934,129
143  381  417  895  934,129
125  143  381  417  895  934,127
143  381  895  934,132
125  143  895  934,132
125  143  381  895  934,130
143  381  417  934,135
125  143  417  934,135
125  143  381  417  934,133
125  143  934,138
143  381  934,138
125  143  381  934,136
125  895  934,136
125  381  895  934,134
125  381  934,140
381  934,147
381  895  934,137
895  934,148
177  648  745  934,145
177  579  648  745  934,140
177  579  648  934,146
648  745  934,153
579  648  745  934,148
579  648  934,155
177  745  934,158
177  579  745  934,152
579  745  934,160
579  934,174
177  579  934,160
177  934,208
868 ,510
744  868,388
147  973,167
147  580  973,163
147  871  973,164
147  580  871  973,163
580  973,170
580  871  973,167
871  973,176
686  973,339
145  686  973,331
145  973,340
1  194,116
194  574,159
194  569  574,149
194  569,168
120  256  412  829,278
120  256  412  740  829,269
256  412  740  829,282
120  256  412,299
120  256  412  740,287
256  412  740,300
120  412  829,295
120  412  740  829,286
412  740  829,299
412  740,320
120  412  740,305
120  412,324
419  478,106
478  853,299
478  766  853,293
279  478  853,291
279  478  766,291
279  478  766  853,286
279  478  71  853,283
279  478  71  766,283
279  478  71  766  853,278
478  71  853,290
478  71  766  853,285
478  71  766,291
478  766,304
139  164  213  494,108
139  164  213  494  782,103
139  164  213  782,111
139  213  494,119
139  213  494  782,113
139  213  782,121
213  494  782,126
164  213  494  782,113
164  213  782,128
213  494,148
164  213  494,129
164  213,334
161  259  299,121
161  259  299  561,118
259  299  561,124
161  299,134
161  299  561,124
299  561,137
299  413  634  837,303
276  299  413  634  837,300
276  299  634  837,309
299  413  837,319
276  299  413  837,314
276  299  837,323
299  413  634,324
276  299  413  634,319
276  299  634,329
299  413,345
276  299  413,334
276  299,348
214  933,100
933  956,101
279  933,107
193  33  933,104
193  241  33  933,101
193  241  933,107
193  2  241  933,102
193  2  933,108
241  933,118
2  241  933,112
2  33  933,109
2  241  33  933,105
241  33  933,110
2  933,120
259  362  933,103
259  43  933,111
766  933,123
362  933,133
362  43  933,112
43  933,134
216  73,105
216  73  738,101
216  738,150
216  387  409  789  998,229
216  387  409  692  789  998,225
216  409  692  789  998,230
216  409  692  789  798  998,216
216  387  409  692  789  798  998,213
216  387  409  789  798  998,217
216  409  692  789  798,227
216  387  409  692  789  798,224
216  387  409  789  798,230
216  409  692  789,241
216  387  409  692  789,236
216  387  409  789,242
216  409  692  798,242
216  387  409  692  798,238
216  387  409  798,244
216  387  409  798  998,231
216  409  692  798  998,231
216  387  409  692  798  998,227
216  387  409  998,244
216  387  409  692  998,240
216  409  692  998,246
216  387  409,257
216  409  692,257
216  387  409  692,251
216  387  789  998,242
216  387  692  789  998,238
216  692  789  998,243
216  387  998,259
216  387  692  998,255
216  692  998,261
216  692  789  798  998,228
216  387  692  789  798  998,225
216  387  789  798  998,229
216  692  789  798,239
216  387  692  789  798,236
216  387  789  798,243
216  692  798  998,244
216  387  798  998,244
216  387  692  798  998,240
216  692  798,255
216  387  692  798,251
216  387  798,258
216  692  789,255
216  387  692  789,249
216  387  789,256
216  387,277
216  387  692,266
216  692,300
128  310,104
128  32,110
128  529,126
116  128  176  280,142
116  128  176  280  692,139
116  128  176  280  763,135
116  128  176  280  692  763,133
116  128  176  692  763,140
116  128  176  692,146
128  176  280  763,144
128  176  280  692  763,142
128  176  280  692,148
128  176  763,152
128  176  692  763,150
128  176  692,156
116  128  280  763,143
116  128  280  692  763,141
116  128  280  692,147
128  280  763,152
128  280  692  763,150
128  280  692,156
128  763,170
128  692  763,159
116  128  763,152
116  128  692  763,149
116  128  692,156
128  692,176
11  470  793  995,364
11  470  534  793  995,335
11  470  534  995,366
11  534  995,405
11  534  793  995,367
11  793  995,408
11  470  534,407
11  470  534  793,371
11  470  793,409
11  534,459
11  534  793,411
11  793,462
801  953,101
568  953,110
440  568  953,103
720  953,112
440  953,116
279  638  953,111
279  438  638  953,109
279  438  953,116
529  674  953,100
438  529  953,103
405  529  953,108
405  638  674  953,117
405  438  638  674  953,112
438  638  674  953,118
438  674  953,209
405  438  674  953,195
405  674  953,214
405  953,241
405  438  953,214
405  638  953,126
405  438  638  953,119
438  638  953,231
438  953,345
862  909,106
529  909,111
676  909  980,311
183  676  909  980,298
183  909  980,312
676  78  909  980,295
183  78  909  980,295
183  676  78  909  980,284
183  78  909,311
676  78  909,311
183  676  78  909,298
676  909,331
183  909,331
183  676  909,312
26  486,136
26  326  486,131
26  326,140
36  467  505,179
36  467  505  682,171
36  467  682,181
36  505,193
36  505  682,180
36  682,198
